gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
UTXCNRFB_CDS_0080	64068	64157	+	GCA_001402675.1_4_217771-307261	-0.2970369416702034	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0080	UTXCNRFB_CDS_0080
UTXCNRFB_CDS_0081	64317	65399	+	GCA_001402675.1_4_217771-307261	-7108.467370364271	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0081	UTXCNRFB_CDS_0081
UTXCNRFB_CDS_0082	65857	65516	-	GCA_001402675.1_4_217771-307261	-131.56440033067415	216	59.0	0.486	4.032e-12	p381219 VI_06799	PHANOTATE	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0082	UTXCNRFB_CDS_0082
UTXCNRFB_CDS_0083	66783	65887	-	GCA_001402675.1_4_217771-307261	-412312.174174858	30623	435.0	0.758	2.0499999999999998e-140	p31719 VI_01618	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0083	UTXCNRFB_CDS_0083
UTXCNRFB_CDS_0084	66892	67791	+	GCA_001402675.1_4_217771-307261	-172809.06130066753	3736	111.0	0.27	4.297e-29	p409858 VI_02557	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0084	UTXCNRFB_CDS_0084
UTXCNRFB_CDS_0085	68866	67913	-	GCA_001402675.1_4_217771-307261	-49604.5299001366	5304	81.0	0.259	7.375e-19	p277464 VI_01546	PHANOTATE	CDS	#838383	peptidase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0085	UTXCNRFB_CDS_0085
UTXCNRFB_CDS_0086	69067	68894	-	GCA_001402675.1_4_217771-307261	-3.934636196373956	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0086	UTXCNRFB_CDS_0086
UTXCNRFB_CDS_0087	69405	69169	-	GCA_001402675.1_4_217771-307261	-27.88484901555691	8181	92.0	0.652	5.826e-26	p245454 VI_02414	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0087	UTXCNRFB_CDS_0087
UTXCNRFB_CDS_0088	69567	69478	-	GCA_001402675.1_4_217771-307261	-4.906615201223143	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0088	UTXCNRFB_CDS_0088
UTXCNRFB_CDS_0089	69547	70290	+	GCA_001402675.1_4_217771-307261	-25398.03599646882	15845	233.0	0.564	2.7040000000000003e-72	p321767 VI_07097	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0089	UTXCNRFB_CDS_0089
UTXCNRFB_CDS_0090	70406	70516	+	GCA_001402675.1_4_217771-307261	-0.4617746748641552	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0090	UTXCNRFB_CDS_0090
UTXCNRFB_CDS_0091	70674	72512	+	GCA_001402675.1_4_217771-307261	-1361371745.5383313	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	VFG007281(gb|WP_000782166) (hap/vvp) hemagglutinin/proteinase HapA [HAP (VF0620) - Exoenzyme (VFC0251)] [Vibrio cholerae O395]	1124.0	0.882	0.0	Vibrio cholerae O395	hap/vvp	hemagglutinin/proteinase HapA	None	None	None	None	None	None	None	None	None	None	None	None	0091	UTXCNRFB_CDS_0091
UTXCNRFB_CDS_0092	74972	72582	-	GCA_001402675.1_4_217771-307261	-811367630.1534352	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0092	UTXCNRFB_CDS_0092
UTXCNRFB_CDS_0093	76223	74988	-	GCA_001402675.1_4_217771-307261	-3798925.082350843	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0093	UTXCNRFB_CDS_0093
UTXCNRFB_CDS_0094	76346	76242	-	GCA_001402675.1_4_217771-307261	-0.1007064716355916	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0094	UTXCNRFB_CDS_0094
UTXCNRFB_CDS_0095	76529	76431	-	GCA_001402675.1_4_217771-307261	-0.9184247895714112	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0095	UTXCNRFB_CDS_0095
UTXCNRFB_CDS_0096	78666	76606	-	GCA_001402675.1_4_217771-307261	-122364343336.753	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0096	UTXCNRFB_CDS_0096
UTXCNRFB_CDS_0097	78709	78867	+	GCA_001402675.1_4_217771-307261	-3.8030327038363994	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0097	UTXCNRFB_CDS_0097
UTXCNRFB_CDS_0098	78958	79881	+	GCA_001402675.1_4_217771-307261	-1704332.5456240647	8735	65.0	0.222	4.339e-14	p227428 VI_10889	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0098	UTXCNRFB_CDS_0098
UTXCNRFB_CDS_0099	79958	80146	+	GCA_001402675.1_4_217771-307261	-1.6463185047812003	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0099	UTXCNRFB_CDS_0099
UTXCNRFB_CDS_0100	80232	80906	+	GCA_001402675.1_4_217771-307261	-7011.6803666317965	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0100	UTXCNRFB_CDS_0100
UTXCNRFB_CDS_0101	80915	81598	+	GCA_001402675.1_4_217771-307261	-33271.61074185525	293	186.0	0.464	3.422e-55	p21813 VI_04201	PHANOTATE	CDS	#ff59f5	ABC transporter	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0101	UTXCNRFB_CDS_0101
UTXCNRFB_CDS_0102	81586	82845	+	GCA_001402675.1_4_217771-307261	-15214217.775746832	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0102	UTXCNRFB_CDS_0102
UTXCNRFB_CDS_0103	82838	83587	+	GCA_001402675.1_4_217771-307261	-346510.35200960346	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0103	UTXCNRFB_CDS_0103
UTXCNRFB_CDS_0104	83584	84840	+	GCA_001402675.1_4_217771-307261	-20210787.71569236	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0104	UTXCNRFB_CDS_0104
UTXCNRFB_CDS_0105	84841	85896	+	GCA_001402675.1_4_217771-307261	-1553056.109632108	10947	64.0	0.257	3.728e-13	p301238 VI_08079	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0105	UTXCNRFB_CDS_0105
UTXCNRFB_CDS_0106	85893	86702	+	GCA_001402675.1_4_217771-307261	-574699.8382284513	731	74.0	0.371	1.21e-17	p399702 VI_01090	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0106	UTXCNRFB_CDS_0106
UTXCNRFB_CDS_0107	87041	86934	-	GCA_001402675.1_4_217771-307261	-0.1406057198779667	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0107	UTXCNRFB_CDS_0107
UTXCNRFB_CDS_0108	87068	89491	+	GCA_001402675.1_4_217771-307261	-821681607966.8394	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0108	UTXCNRFB_CDS_0108
