qname	tname	num_alns	pid	qcov	tcov
GCA_000969265.1_1_296392-371313	GCA_003312035.1_14_32595-95281	4	97.63	23.1	27.62
GCA_000969265.1_1_296392-371313	GCA_003311755.1_88_240-30486	3	97.42	22.73	56.31
GCA_000969265.1_1_296392-371313	GCA_003311865.1_56_2-23938	2	97.5	22.33	69.86
GCA_000969265.1_1_296392-371313	GCA_002241275.1_79_669-19688	1	94.09	22.43	88.4
GCA_000969265.1_1_296392-371313	GCA_001989755.2_47_8-41334	3	94.69	39.75	72.1
GCA_000969265.1_1_296392-371313	GCA_001990085.2_61_8-43102	3	94.68	39.75	69.14
GCA_000969265.1_1_296392-371313	GCA_024748415.1_32_229720-309677	4	94.27	39.94	37.42
GCA_000969265.1_1_296392-371313	GCA_006802075.1_84_257554-307626	8	96.82	40.88	61.77
GCA_000969265.1_1_296392-371313	GCA_021166915.1_111_49308-92757	6	97.39	21.26	37.4
GCA_000969265.1_1_296392-371313	GCA_021166995.1_223_56027-100933	6	96.64	37.34	62.96
GCA_000969265.1_1_296392-371313	GCA_003716505.1_2_479340-595857	9	97.32	71.98	43.93
GCA_000969265.1_1_296392-371313	GCA_008084795.1_2_160-84330	10	98.18	70.76	59.88
GCA_000969265.1_1_296392-371313	GCA_016456855.1_328_20640-114820	9	97.24	77.43	58.72
GCA_000969265.1_1_296392-371313	GCA_000176455.1_24_1-38265	2	97.34	18.24	35.66
GCA_000969265.1_1_296392-371313	GCA_008085635.1_11_218669-290472	6	97.4	23.06	24.54
GCA_000969265.1_1_296392-371313	GCA_014281135.1_13_457-15519	1	98.27	16.27	80.93
GCA_000969265.1_1_296392-371313	GCA_017427005.1_45_239380-294381	7	97.56	48.32	65.81
GCA_000969265.1_1_296392-371313	GCA_002284205.1_9_165-37332	4	97.01	30.08	60.67
GCA_000969265.1_1_296392-371313	GCA_003312005.1_146_108-43010	4	96.19	38.73	67.71
GCA_000969265.1_1_296392-371313	GCA_003716425.1_2_1141978-1163292	2	97.72	19.89	69.92
GCA_000969265.1_1_296392-371313	GCA_002284425.1_70_1-31123	2	97.68	27.96	67.32
GCA_000969265.1_1_296392-371313	GCA_019504425.1_2_377785-479613	14	95.25	50.9	36.87
GCA_000969265.1_1_296392-371313	GCA_008083355.1_69_1-10770	1	97.58	13.39	93.04
GCA_000969265.1_1_296392-371313	GCA_013414365.1_85_57226-136396	5	97.32	21.51	20.37
GCA_000969265.1_1_296392-371313	GCA_003347725.1_87_2-48665	4	97.5	22.85	35.2
GCA_000969265.1_1_296392-371313	GCA_003349315.1_1_1-20028	2	97.1	19.35	72.39
GCA_000969265.1_1_296392-371313	GCA_003349725.1_379_1-9553	1	97.4	12.75	100.0
GCA_001292785.1_131_54-22796	GCA_005636045.1_14_2-48329	1	98.71	99.99	47.05
GCA_001292785.1_131_54-22796	GCA_000279285.1_27_561148-659761	2	98.45	99.84	23.03
GCA_001292785.1_131_54-22796	GCA_013110975.1_11_34-69935	2	98.42	99.85	32.49
GCA_001292785.1_131_54-22796	GCA_013111195.1_37_3-42974	2	98.37	99.84	52.86
GCA_001292785.1_131_54-22796	GCA_000788675.1_30_3-53246	2	98.29	99.84	42.65
GCA_001292785.1_131_54-22796	GCA_008083535.1_10_145896-212356	1	98.52	98.4	33.67
GCA_001292785.1_131_54-22796	GCA_000176215.1_3_368381-428089	1	97.95	96.5	36.76
GCA_001292785.1_131_54-22796	GCA_017426915.1_37_353014-415942	1	98.36	92.53	33.41
GCA_001292785.1_131_54-22796	GCA_001857345.1_161_55913-123302	1	98.19	92.53	31.18
GCA_001292785.1_131_54-22796	GCA_002114205.1_2_53539-106543	1	98.5	87.42	37.51
GCA_001292785.1_131_54-22796	GCA_001857305.1_87_57710-122574	1	98.26	87.42	30.65
GCA_001292785.1_131_54-22796	GCA_006802685.1_549_1-21523	1	97.7	83.7	88.43
GCA_001292785.1_131_54-22796	GCA_001857455.1_76_273806-296975	2	97.96	92.7	90.99
GCA_001292785.1_131_54-22796	GCA_006802595.1_90_50942-110938	6	97.75	92.71	35.45
GCA_001292785.1_131_54-22796	GCA_019458465.1_2_660687-727625	3	97.98	85.4	29.01
GCA_001292785.1_131_54-22796	GCA_017426785.1_13_229-59908	5	98.03	92.72	35.65
GCA_001292785.1_131_54-22796	GCA_006802475.1_26_3-21669	3	98.44	73.22	77.72
GCA_001292785.1_131_54-22796	GCA_003348545.1_34_456-30917	1	98.4	73.22	54.66
GCA_001292785.1_131_54-22796	GCA_000279265.1_3_430487-493623	1	98.34	73.21	26.37
GCA_001292785.1_131_54-22796	GCA_006802555.1_62_3-49700	3	98.28	73.22	33.86
GCA_001292785.1_131_54-22796	GCA_006803105.1_92_74918-117126	3	98.27	73.22	39.9
GCA_001292785.1_131_54-22796	GCA_008084825.1_48_274300-312356	1	98.32	73.22	43.75
GCA_001292785.1_131_54-22796	GCA_001515165.1_1_62-76095	1	98.32	73.21	21.89
GCA_001292785.1_131_54-22796	GCA_006803005.1_10_112-28147	3	98.22	73.22	60.06
GCA_001292785.1_131_54-22796	GCA_008084455.1_31_215426-283013	1	98.28	73.22	24.63
GCA_001292785.1_131_54-22796	GCA_008084025.1_50_391-65479	1	98.28	73.21	25.58
GCA_001292785.1_131_54-22796	GCA_006802865.1_86_58365-112165	3	98.19	73.22	31.3
GCA_001292785.1_131_54-22796	GCA_003348095.1_58_51708-123894	3	98.2	73.22	23.32
GCA_001292785.1_131_54-22796	GCA_024745065.1_41_90-62542	1	98.24	73.22	26.66
GCA_001292785.1_131_54-22796	GCA_013111105.1_61_176-24543	3	98.16	73.22	69.09
GCA_001292785.1_131_54-22796	GCA_021228575.1_3_94666-156569	1	98.39	72.81	26.74
GCA_001292785.1_131_54-22796	GCA_008083455.1_7_392948-468056	1	98.2	73.21	22.16
GCA_001292785.1_131_54-22796	GCA_006802485.1_133_701-58153	1	98.19	73.21	28.98
GCA_001292785.1_131_54-22796	GCA_006803125.1_140_217-42928	1	98.19	73.21	38.98
GCA_001292785.1_131_54-22796	GCA_001718105.1_13_3-65679	1	98.18	73.21	25.35
GCA_001292785.1_131_54-22796	GCA_019793275.1_19_283586-346134	1	98.17	73.21	26.62
GCA_001292785.1_131_54-22796	GCA_008083965.1_17_247490-352138	1	98.17	73.22	15.9
GCA_001292785.1_131_54-22796	GCA_002284235.1_83_368-75275	1	98.16	73.21	22.22
GCA_001292785.1_131_54-22796	GCA_006803115.1_114_2-22835	1	98.14	73.21	72.92
GCA_001292785.1_131_54-22796	GCA_008083975.1_34_193103-213681	1	98.14	73.22	80.92
GCA_001292785.1_131_54-22796	GCA_006802345.1_73_44-49794	3	98.08	73.22	33.84
GCA_001292785.1_131_54-22796	GCA_001515115.1_2_43814-162281	1	98.14	73.21	14.05
GCA_001292785.1_131_54-22796	GCA_003347755.1_3_262447-335054	1	98.33	72.77	22.8
GCA_001292785.1_131_54-22796	GCA_001402685.1_78_2228-104566	1	98.12	73.22	16.28
GCA_001292785.1_131_54-22796	GCA_001743085.1_93_56874-131989	1	98.32	72.77	22.04
GCA_001292785.1_131_54-22796	GCA_006802575.1_169_256-36109	3	98.09	73.21	46.92
GCA_001292785.1_131_54-22796	GCA_006802915.1_4_1-20316	3	98.08	73.22	82.83
GCA_001292785.1_131_54-22796	GCA_001857155.1_154_368-57764	1	98.13	73.21	29.01
GCA_001292785.1_131_54-22796	GCA_017426965.1_65_102-245094	1	98.12	73.21	6.79
GCA_001292785.1_131_54-22796	GCA_008083955.1_7_16201-70846	1	98.12	73.21	30.46
GCA_001292785.1_131_54-22796	GCA_008084855.1_11_466-72979	1	98.1	73.22	22.96
GCA_001292785.1_131_54-22796	GCA_003348735.1_7_18492-90684	1	98.1	73.22	23.07
GCA_001292785.1_131_54-22796	GCA_008085575.1_33_1-58089	1	98.11	73.21	28.66
GCA_001292785.1_131_54-22796	GCA_006802605.1_6_43-26345	3	98.06	73.21	63.97
GCA_001292785.1_131_54-22796	GCA_003348985.1_4_25519-95008	1	98.1	73.21	23.96
GCA_001292785.1_131_54-22796	GCA_006802395.1_184_1-36213	1	98.1	73.21	45.97
GCA_001292785.1_131_54-22796	GCA_006802255.1_97_240-42376	3	98.03	73.22	39.96
GCA_001292785.1_131_54-22796	GCA_008085535.1_18_239923-306318	1	98.09	73.21	25.07
GCA_001292785.1_131_54-22796	GCA_002284395.1_23_3-59781	1	98.08	73.21	27.85
GCA_001292785.1_131_54-22796	GCA_000174115.1_4_690852-779483	1	98.08	73.21	18.78
GCA_001292785.1_131_54-22796	GCA_017426905.1_21_499-19971	1	98.07	73.21	85.49
GCA_001292785.1_131_54-22796	GCA_008083365.1_32_12090-121529	1	98.25	72.77	15.12
GCA_001292785.1_131_54-22796	GCA_006803025.1_186_494-68331	3	98.0	73.22	24.82
GCA_001292785.1_131_54-22796	GCA_000969265.1_1_296392-371313	1	98.06	73.21	22.22
GCA_001292785.1_131_54-22796	GCA_006802655.1_146_48499-85697	3	97.99	73.22	45.26
GCA_001292785.1_131_54-22796	GCA_008083255.1_9_1520-83773	1	98.2	72.82	20.14
GCA_001292785.1_131_54-22796	GCA_006803015.1_171_174-18850	1	98.02	73.22	89.16
GCA_001292785.1_131_54-22796	GCA_008085625.1_37_28233-92903	1	98.21	72.77	25.59
GCA_001292785.1_131_54-22796	GCA_008084835.1_42_175137-219223	1	98.19	72.82	37.56
GCA_001292785.1_131_54-22796	GCA_002097735.1_119_163-20636	1	98.02	73.22	81.33
GCA_001292785.1_131_54-22796	GCA_006803135.1_89_435-42498	3	97.96	73.22	40.03
GCA_001292785.1_131_54-22796	GCA_006802165.1_102_918-55522	3	97.97	73.22	30.82
GCA_001292785.1_131_54-22796	GCA_003349265.1_79_1-37777	1	98.01	73.22	44.08
GCA_001292785.1_131_54-22796	GCA_006802155.1_89_148-87733	1	98.01	73.21	19.01
GCA_001292785.1_131_54-22796	GCA_006802935.1_159_327-40946	1	98.17	72.82	40.77
GCA_001292785.1_131_54-22796	GCA_006802365.1_179_433-17757	1	98.01	73.21	96.09
GCA_001292785.1_131_54-22796	GCA_000176715.1_9_60706-133991	1	98.0	73.22	22.72
GCA_001292785.1_131_54-22796	GCA_003057035.1_1_263738-394363	1	98.0	73.21	12.74
GCA_001292785.1_131_54-22796	GCA_902810005.1_5_147023-196736	1	98.01	73.21	33.47
GCA_001292785.1_131_54-22796	GCA_003312085.1_8_187662-228243	1	97.98	73.21	41.03
GCA_001292785.1_131_54-22796	GCA_006802275.1_45_165-20970	1	97.96	73.22	80.03
GCA_001292785.1_131_54-22796	GCA_001402365.1_21_327394-350139	1	97.96	73.21	73.19
GCA_001292785.1_131_54-22796	GCA_000168935.3_2_609838-686526	1	97.96	73.21	21.72
GCA_001292785.1_131_54-22796	GCA_003311895.1_83_3-23299	1	97.95	73.21	71.46
GCA_001292785.1_131_54-22796	GCA_014654545.1_66_155337-232614	1	98.12	72.77	21.42
GCA_001292785.1_131_54-22796	GCA_006802495.1_160_470862-510741	1	98.05	72.93	41.58
GCA_001292785.1_131_54-22796	GCA_000152445.1_22_543016-617581	1	97.92	73.22	22.33
GCA_001292785.1_131_54-22796	GCA_001402425.1_8_259547-342567	1	97.91	73.21	20.06
GCA_001292785.1_131_54-22796	GCA_006802295.1_26_349-27343	3	97.87	73.22	62.29
GCA_001292785.1_131_54-22796	GCA_013357885.1_2_844226-931927	1	97.9	73.21	18.98
GCA_001292785.1_131_54-22796	GCA_024746925.1_93_377-24097	1	98.09	72.77	69.75
GCA_001292785.1_131_54-22796	GCA_013111295.1_17_211-56910	1	98.1	72.77	29.17
GCA_001292785.1_131_54-22796	GCA_003311885.1_17_97576-166595	1	97.9	73.21	24.12
GCA_001292785.1_131_54-22796	GCA_002890525.1_20_188736-246971	1	97.89	73.21	28.59
GCA_001292785.1_131_54-22796	GCA_000302965.1_59_257217-301829	1	98.07	72.77	37.1
GCA_001292785.1_131_54-22796	GCA_015343015.1_113_82762-137762	1	98.05	72.82	30.09
GCA_001292785.1_131_54-22796	GCA_008084655.1_22_573669-672062	1	98.06	72.77	16.82
GCA_001292785.1_131_54-22796	GCA_003056995.1_2_137927-242490	1	98.06	72.77	15.82
GCA_001292785.1_131_54-22796	GCA_000174235.1_4_679590-760459	3	97.9	72.99	20.76
GCA_001292785.1_131_54-22796	GCA_000518145.1_12_3-61424	3	97.89	72.99	27.33
GCA_001292785.1_131_54-22796	GCA_001402675.1_4_217771-307261	1	98.01	72.77	18.49
GCA_001292785.1_131_54-22796	GCA_008083415.1_14_340300-393490	1	97.99	72.81	31.13
GCA_001292785.1_131_54-22796	GCA_003347715.1_44_507646-603903	1	98.01	72.77	17.19
GCA_001292785.1_131_54-22796	GCA_002216685.1_2_711848-810357	1	97.8	73.21	16.89
GCA_001292785.1_131_54-22796	GCA_017426985.1_67_149609-215499	1	97.94	72.77	25.14
GCA_001292785.1_131_54-22796	GCA_001558475.2_1_32034-96768	1	97.95	72.77	25.56
GCA_001292785.1_131_54-22796	GCA_001402155.1_2_258-83882	1	97.89	72.77	19.8
GCA_001292785.1_131_54-22796	GCA_008083465.1_12_79396-148138	1	97.77	73.01	24.16
GCA_001292785.1_131_54-22796	GCA_000473825.1_172_125-37707	1	97.62	73.21	44.29
GCA_001292785.1_131_54-22796	GCA_000473785.1_173_120-37698	1	97.62	73.21	44.3
GCA_001292785.1_131_54-22796	GCA_008369605.1_2_349652-406555	1	97.78	72.77	29.08
GCA_001292785.1_131_54-22796	GCA_008083745.1_43_141674-221498	1	97.51	73.21	20.86
GCA_001292785.1_131_54-22796	GCA_000338875.1_34_202-75385	1	97.51	73.21	22.14
GCA_001292785.1_131_54-22796	GCA_018310255.1_2_258032-338615	1	97.47	72.77	20.54
GCA_001292785.1_131_54-22796	GCA_003311755.1_88_240-30486	2	97.86	73.03	54.87
GCA_001292785.1_131_54-22796	GCA_003312035.1_14_32595-95281	2	97.81	73.03	26.48
GCA_001292785.1_131_54-22796	GCA_003311865.1_56_2-23938	2	97.81	73.03	69.34
GCA_001292785.1_131_54-22796	GCA_001989755.2_47_8-41334	1	94.31	73.21	40.29
GCA_001292785.1_131_54-22796	GCA_001990085.2_61_8-43102	1	94.3	73.21	38.64
GCA_001292785.1_131_54-22796	GCA_002241275.1_79_669-19688	1	94.25	73.21	87.55
GCA_001292785.1_131_54-22796	GCA_024748415.1_32_229720-309677	1	93.26	73.21	20.82
GCA_001292785.1_131_54-22796	GCA_021166915.1_111_49308-92757	4	98.21	67.01	35.48
GCA_001292785.1_131_54-22796	GCA_006802075.1_84_257554-307626	4	98.15	67.01	30.81
GCA_001292785.1_131_54-22796	GCA_021166995.1_223_56027-100933	4	98.12	67.01	34.35
GCA_001292785.1_131_54-22796	GCA_000176455.1_24_1-38265	1	97.92	58.33	34.6
GCA_001292785.1_131_54-22796	GCA_008085635.1_11_218669-290472	4	97.95	73.07	23.41
GCA_001292785.1_131_54-22796	GCA_014281135.1_13_457-15519	1	98.47	53.63	80.95
GCA_001292785.1_131_54-22796	GCA_003312005.1_146_108-43010	2	97.66	68.05	36.07
GCA_001292785.1_131_54-22796	GCA_003716425.1_2_1141978-1163292	2	98.31	88.82	94.8
GCA_001292785.1_131_54-22796	GCA_017427005.1_45_239380-294381	2	98.02	73.21	30.29
GCA_001292785.1_131_54-22796	GCA_002284425.1_70_1-31123	3	98.26	64.85	47.38
GCA_001292785.1_131_54-22796	GCA_008083355.1_69_1-10770	1	97.91	44.11	93.04
GCA_001292785.1_131_54-22796	GCA_008084795.1_2_160-84330	2	97.62	73.22	19.79
GCA_001292785.1_131_54-22796	GCA_003716505.1_2_479340-595857	2	98.26	72.62	14.17
GCA_001292785.1_131_54-22796	GCA_003349725.1_379_1-9553	1	98.08	42.01	100.0
GCA_001292785.1_131_54-22796	GCA_019504425.1_2_377785-479613	2	97.84	72.63	16.22
GCA_001292785.1_131_54-22796	GCA_013414365.1_85_57226-136396	3	97.71	67.89	19.5
GCA_001292785.1_131_54-22796	GCA_003347725.1_87_2-48665	2	97.95	72.62	33.93
GCA_001292785.1_131_54-22796	GCA_003349315.1_1_1-20028	1	97.87	42.02	47.72
GCA_001292785.1_131_54-22796	GCA_016456855.1_328_20640-114820	2	98.01	72.62	17.53
GCA_001292785.1_131_54-22796	GCA_002284205.1_9_165-37332	1	97.91	40.54	24.81
GCA_001402155.1_2_258-83882	GCA_001857305.1_87_57710-122574	4	95.89	63.29	81.1
GCA_001402155.1_2_258-83882	GCA_001402675.1_4_217771-307261	6	97.85	63.35	59.34
GCA_001402155.1_2_258-83882	GCA_003056995.1_2_137927-242490	5	98.19	61.75	49.17
GCA_001402155.1_2_258-83882	GCA_013111295.1_17_211-56910	3	98.31	59.64	87.92
GCA_001402155.1_2_258-83882	GCA_003347755.1_3_262447-335054	6	97.82	61.88	71.23
GCA_001402155.1_2_258-83882	GCA_008083365.1_32_12090-121529	7	97.75	54.81	41.94
GCA_001402155.1_2_258-83882	GCA_014654545.1_66_155337-232614	6	97.73	61.92	66.96
GCA_001402155.1_2_258-83882	GCA_008084655.1_22_573669-672062	7	97.43	64.26	54.54
GCA_001402155.1_2_258-83882	GCA_003347715.1_44_507646-603903	6	98.07	61.81	53.65
GCA_001402155.1_2_258-83882	GCA_017426985.1_67_149609-215499	5	97.51	61.84	78.11
GCA_001402155.1_2_258-83882	GCA_018310255.1_2_258032-338615	7	97.54	60.87	63.1
GCA_001402155.1_2_258-83882	GCA_000302965.1_59_257217-301829	2	98.0	41.34	77.44
GCA_001402155.1_2_258-83882	GCA_024746925.1_93_377-24097	1	98.42	28.39	100.0
GCA_001402155.1_2_258-83882	GCA_001743085.1_93_56874-131989	6	95.52	60.44	66.86
GCA_001402155.1_2_258-83882	GCA_001558475.2_1_32034-96768	11	95.48	51.78	66.47
GCA_001402155.1_2_258-83882	GCA_008085625.1_37_28233-92903	8	95.21	58.15	75.03
GCA_001402155.1_2_258-83882	GCA_002890525.1_20_188736-246971	7	95.44	50.62	72.4
GCA_001402155.1_2_258-83882	GCA_002216685.1_2_711848-810357	9	96.75	51.49	43.66
GCA_001402155.1_2_258-83882	GCA_008083255.1_9_1520-83773	10	95.01	57.55	58.5
GCA_001402155.1_2_258-83882	GCA_002284235.1_83_368-75275	6	95.11	56.03	62.16
GCA_001402155.1_2_258-83882	GCA_008084825.1_48_274300-312356	3	97.87	34.97	76.8
GCA_001402155.1_2_258-83882	GCA_008084025.1_50_391-65479	7	94.99	57.7	73.9
GCA_001402155.1_2_258-83882	GCA_008084455.1_31_215426-283013	8	95.24	55.1	67.74
GCA_001402155.1_2_258-83882	GCA_005636045.1_14_2-48329	4	97.45	36.4	62.99
GCA_001402155.1_2_258-83882	GCA_013357885.1_2_844226-931927	8	95.54	72.78	69.19
GCA_001402155.1_2_258-83882	GCA_003312085.1_8_187662-228243	4	97.53	32.71	67.66
GCA_001402155.1_2_258-83882	GCA_001718105.1_13_3-65679	7	95.23	57.46	72.89
GCA_001402155.1_2_258-83882	GCA_000279285.1_27_561148-659761	6	97.14	50.98	43.22
GCA_001402155.1_2_258-83882	GCA_008369605.1_2_349652-406555	6	95.28	47.41	69.14
GCA_001402155.1_2_258-83882	GCA_000176215.1_3_368381-428089	7	97.41	49.38	68.9
GCA_001402155.1_2_258-83882	GCA_000788675.1_30_3-53246	11	97.41	40.68	63.35
GCA_001402155.1_2_258-83882	GCA_001857155.1_154_368-57764	5	95.2	54.57	78.96
GCA_001402155.1_2_258-83882	GCA_000152445.1_22_543016-617581	9	97.38	49.12	54.96
GCA_001402155.1_2_258-83882	GCA_017426785.1_13_229-59908	11	97.07	38.85	54.34
GCA_001402155.1_2_258-83882	GCA_008083955.1_7_16201-70846	1	98.05	19.97	30.54
GCA_001402155.1_2_258-83882	GCA_008083415.1_14_340300-393490	6	97.48	38.16	59.43
GCA_001402155.1_2_258-83882	GCA_001515115.1_2_43814-162281	8	97.32	47.9	34.18
GCA_001402155.1_2_258-83882	GCA_008083535.1_10_145896-212356	10	95.61	51.24	64.22
GCA_001402155.1_2_258-83882	GCA_006802395.1_184_1-36213	3	97.54	30.57	70.55
GCA_001402155.1_2_258-83882	GCA_017426965.1_65_102-245094	13	95.16	69.26	24.56
GCA_001402155.1_2_258-83882	GCA_006802575.1_169_256-36109	4	97.59	32.06	75.6
GCA_001402155.1_2_258-83882	GCA_006802485.1_133_701-58153	5	95.49	50.03	72.34
GCA_001402155.1_2_258-83882	GCA_006802475.1_26_3-21669	4	97.92	20.38	80.14
GCA_001402155.1_2_258-83882	GCA_003348545.1_34_456-30917	3	98.07	22.7	62.29
GCA_001402155.1_2_258-83882	GCA_013111195.1_37_3-42974	4	97.22	36.65	70.74
GCA_001402155.1_2_258-83882	GCA_006803135.1_89_435-42498	5	97.26	38.89	78.05
GCA_001402155.1_2_258-83882	GCA_001402685.1_78_2228-104566	10	96.95	75.96	61.98
GCA_001402155.1_2_258-83882	GCA_001402425.1_8_259547-342567	6	97.54	47.83	47.93
GCA_001402155.1_2_258-83882	GCA_003311895.1_83_3-23299	1	98.0	19.97	71.65
GCA_001402155.1_2_258-83882	GCA_008083455.1_7_392948-468056	7	94.96	57.7	64.04
GCA_001402155.1_2_258-83882	GCA_019458465.1_2_660687-727625	5	95.01	57.67	71.65
GCA_001402155.1_2_258-83882	GCA_013110975.1_11_34-69935	10	96.92	55.82	66.9
GCA_001402155.1_2_258-83882	GCA_017426905.1_21_499-19971	1	98.02	19.95	85.64
GCA_001402155.1_2_258-83882	GCA_002114205.1_2_53539-106543	6	95.49	45.77	71.66
GCA_001402155.1_2_258-83882	GCA_021228575.1_3_94666-156569	5	95.47	55.37	74.33
GCA_001402155.1_2_258-83882	GCA_003348985.1_4_25519-95008	7	94.97	55.92	67.03
GCA_001402155.1_2_258-83882	GCA_006803115.1_114_2-22835	2	97.88	21.96	80.41
GCA_001402155.1_2_258-83882	GCA_003348735.1_7_18492-90684	6	94.87	55.95	64.4
GCA_001402155.1_2_258-83882	GCA_003348095.1_58_51708-123894	9	94.96	55.51	64.37
GCA_001402155.1_2_258-83882	GCA_006802165.1_102_918-55522	7	97.16	39.48	60.67
GCA_001402155.1_2_258-83882	GCA_006802915.1_4_1-20316	3	97.87	19.96	83.67
GCA_001402155.1_2_258-83882	GCA_008085575.1_33_1-58089	5	95.59	53.54	76.59
GCA_001402155.1_2_258-83882	GCA_017426915.1_37_353014-415942	7	94.85	56.11	74.09
GCA_001402155.1_2_258-83882	GCA_000168935.3_2_609838-686526	8	97.1	47.49	51.77
GCA_001402155.1_2_258-83882	GCA_006803105.1_92_74918-117126	6	97.21	38.88	77.75
GCA_001402155.1_2_258-83882	GCA_006803025.1_186_494-68331	10	94.92	53.99	66.61
GCA_001402155.1_2_258-83882	GCA_008083965.1_17_247490-352138	7	97.2	48.54	38.56
GCA_001402155.1_2_258-83882	GCA_003349265.1_79_1-37777	3	97.51	38.85	86.02
GCA_001402155.1_2_258-83882	GCA_003057035.1_1_263738-394363	8	97.27	47.9	31.0
GCA_001402155.1_2_258-83882	GCA_006803005.1_10_112-28147	6	97.83	21.77	65.99
GCA_001402155.1_2_258-83882	GCA_000279265.1_3_430487-493623	5	95.53	55.36	72.9
GCA_001402155.1_2_258-83882	GCA_019793275.1_19_283586-346134	4	95.38	56.09	74.55
GCA_001402155.1_2_258-83882	GCA_006802345.1_73_44-49794	7	97.5	45.25	76.69
GCA_001402155.1_2_258-83882	GCA_015343015.1_113_82762-137762	4	96.5	35.23	53.07
GCA_001402155.1_2_258-83882	GCA_006802275.1_45_165-20970	2	97.95	21.2	85.19
GCA_001402155.1_2_258-83882	GCA_006802255.1_97_240-42376	5	97.21	38.89	77.96
GCA_001402155.1_2_258-83882	GCA_013111105.1_61_176-24543	3	97.82	19.96	69.76
GCA_001402155.1_2_258-83882	GCA_006802605.1_6_43-26345	3	97.82	19.96	64.63
GCA_001402155.1_2_258-83882	GCA_006802555.1_62_3-49700	9	96.98	41.25	69.5
GCA_001402155.1_2_258-83882	GCA_006802595.1_90_50942-110938	7	97.55	45.79	64.36
GCA_001402155.1_2_258-83882	GCA_001857345.1_161_55913-123302	5	95.02	55.69	68.6
GCA_001402155.1_2_258-83882	GCA_006802295.1_26_349-27343	4	97.86	21.2	66.74
GCA_001402155.1_2_258-83882	GCA_008084855.1_11_466-72979	7	94.93	54.32	62.26
GCA_001402155.1_2_258-83882	GCA_902810005.1_5_147023-196736	4	97.4	42.71	71.82
GCA_001402155.1_2_258-83882	GCA_001857455.1_76_273806-296975	1	97.86	19.96	72.01
GCA_001402155.1_2_258-83882	GCA_006802865.1_86_58365-112165	10	97.21	43.79	68.18
GCA_001402155.1_2_258-83882	GCA_024745065.1_41_90-62542	6	97.36	54.01	71.95
GCA_001402155.1_2_258-83882	GCA_006802655.1_146_48499-85697	5	97.76	30.57	69.56
GCA_001402155.1_2_258-83882	GCA_001515165.1_1_62-76095	6	94.7	53.7	58.64
GCA_001402155.1_2_258-83882	GCA_006802155.1_89_148-87733	10	95.05	57.54	54.88
GCA_001402155.1_2_258-83882	GCA_003311885.1_17_97576-166595	9	96.7	50.14	60.69
GCA_001402155.1_2_258-83882	GCA_008083975.1_34_193103-213681	2	98.06	20.53	83.4
GCA_001402155.1_2_258-83882	GCA_002284395.1_23_3-59781	4	97.22	35.27	49.31
GCA_001402155.1_2_258-83882	GCA_000174235.1_4_679590-760459	12	97.11	42.26	46.53
GCA_001402155.1_2_258-83882	GCA_000518145.1_12_3-61424	10	94.55	48.12	65.5
GCA_001402155.1_2_258-83882	GCA_006802495.1_160_470862-510741	3	97.24	30.64	64.22
GCA_001402155.1_2_258-83882	GCA_008084835.1_42_175137-219223	3	97.39	32.74	62.07
GCA_001402155.1_2_258-83882	GCA_006802365.1_179_433-17757	1	97.95	19.8	95.52
GCA_001402155.1_2_258-83882	GCA_000176715.1_9_60706-133991	9	95.61	51.44	58.5
GCA_001402155.1_2_258-83882	GCA_006802935.1_159_327-40946	3	97.05	34.99	72.07
GCA_001402155.1_2_258-83882	GCA_001292785.1_131_54-22796	1	97.89	19.8	72.77
GCA_001402155.1_2_258-83882	GCA_000174115.1_4_690852-779483	8	97.12	47.33	45.18
GCA_001402155.1_2_258-83882	GCA_008085535.1_18_239923-306318	8	95.46	51.6	64.56
GCA_001402155.1_2_258-83882	GCA_008083465.1_12_79396-148138	11	95.32	47.71	57.63
GCA_001402155.1_2_258-83882	GCA_006803125.1_140_217-42928	5	97.23	35.6	69.11
GCA_001402155.1_2_258-83882	GCA_006803015.1_171_174-18850	1	97.86	19.8	88.61
GCA_001402155.1_2_258-83882	GCA_000969265.1_1_296392-371313	6	97.23	36.06	39.9
GCA_001402155.1_2_258-83882	GCA_006802685.1_549_1-21523	1	97.56	19.96	77.52
GCA_001402155.1_2_258-83882	GCA_002097735.1_119_163-20636	2	97.79	20.53	83.82
GCA_001402155.1_2_258-83882	GCA_001402365.1_21_327394-350139	1	97.8	19.8	72.75
GCA_001402155.1_2_258-83882	GCA_008083745.1_43_141674-221498	11	94.73	52.63	54.91
GCA_001402155.1_2_258-83882	GCA_000338875.1_34_202-75385	5	96.98	38.85	42.92
GCA_001402155.1_2_258-83882	GCA_000473785.1_173_120-37698	4	96.36	36.41	80.41
GCA_001402155.1_2_258-83882	GCA_000473825.1_172_125-37707	4	96.37	36.41	80.41
GCA_001402155.1_2_258-83882	GCA_003311755.1_88_240-30486	3	97.46	32.06	88.56
GCA_001402155.1_2_258-83882	GCA_003311865.1_56_2-23938	2	97.77	19.92	69.53
GCA_001402155.1_2_258-83882	GCA_003312035.1_14_32595-95281	8	96.55	52.11	69.07
GCA_001402155.1_2_258-83882	GCA_002241275.1_79_669-19688	1	94.36	19.97	87.78
GCA_001402155.1_2_258-83882	GCA_001989755.2_47_8-41334	4	94.82	35.44	71.74
