gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
VTLGAWYY_CDS_0081	50099	50269	+	GCA_000174115.1_4_690852-779483	-0.1162083754306872	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0081	VTLGAWYY_CDS_0081
VTLGAWYY_CDS_0082	50341	60435	+	GCA_000174115.1_4_690852-779483	-4.45108435511977e+59	37568	3235.0	1.0	0.0	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0082	VTLGAWYY_CDS_0082
VTLGAWYY_CDS_0083	60432	63050	+	GCA_000174115.1_4_690852-779483	-3.182915129750121e+16	11358	351.0	0.427	1.709e-98	KC262634_p60	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0083	VTLGAWYY_CDS_0083
VTLGAWYY_CDS_0084	63194	63559	+	GCA_000174115.1_4_690852-779483	-29.390999413423504	33249	292.0	1.0	1.459e-94	p185260 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0084	VTLGAWYY_CDS_0084
VTLGAWYY_CDS_0085	63797	63603	-	GCA_000174115.1_4_690852-779483	-1.011442000567162	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0085	VTLGAWYY_CDS_0085
VTLGAWYY_CDS_0086	64012	63794	-	GCA_000174115.1_4_690852-779483	-0.3185563636670231	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0086	VTLGAWYY_CDS_0086
VTLGAWYY_CDS_0087	64226	64122	-	GCA_000174115.1_4_690852-779483	-2.1326421907322914	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0087	VTLGAWYY_CDS_0087
VTLGAWYY_CDS_0088	64326	64231	-	GCA_000174115.1_4_690852-779483	-7.224350806020291	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0088	VTLGAWYY_CDS_0088
VTLGAWYY_CDS_0089	64864	64634	-	GCA_000174115.1_4_690852-779483	-1.2911111599239704	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0089	VTLGAWYY_CDS_0089
VTLGAWYY_CDS_0090	66039	64978	-	GCA_000174115.1_4_690852-779483	-4526682.496591029	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0090	VTLGAWYY_CDS_0090
VTLGAWYY_CDS_0091	67199	66090	-	GCA_000174115.1_4_690852-779483	-2388190.730868281	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0091	VTLGAWYY_CDS_0091
VTLGAWYY_CDS_0092	68276	67212	-	GCA_000174115.1_4_690852-779483	-1565225.305225359	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0092	VTLGAWYY_CDS_0092
VTLGAWYY_CDS_0093	68683	68288	-	GCA_000174115.1_4_690852-779483	-51.66121809353437	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0093	VTLGAWYY_CDS_0093
VTLGAWYY_CDS_0094	69088	68708	-	GCA_000174115.1_4_690852-779483	-16.24605920002981	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0094	VTLGAWYY_CDS_0094
VTLGAWYY_CDS_0095	69154	69255	+	GCA_000174115.1_4_690852-779483	-8.29705784846616	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0095	VTLGAWYY_CDS_0095
VTLGAWYY_CDS_0096	69646	69557	-	GCA_000174115.1_4_690852-779483	-5.311023373942111	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0096	VTLGAWYY_CDS_0096
VTLGAWYY_CDS_0097	69878	69717	-	GCA_000174115.1_4_690852-779483	-17.27722640492417	27762	41.0	0.73	1.422e-08	NC_025436_p224	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0097	VTLGAWYY_CDS_0097
VTLGAWYY_CDS_0098	71061	69985	-	GCA_000174115.1_4_690852-779483	-73517.44269269584	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0098	VTLGAWYY_CDS_0098
VTLGAWYY_CDS_0099	71086	71202	+	GCA_000174115.1_4_690852-779483	-1.7801060598129717	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0099	VTLGAWYY_CDS_0099
VTLGAWYY_CDS_0100	71199	71297	+	GCA_000174115.1_4_690852-779483	-0.3388271997414804	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0100	VTLGAWYY_CDS_0100
VTLGAWYY_CDS_0101	72305	71361	-	GCA_000174115.1_4_690852-779483	-511235.7993534068	3736	111.0	0.303	5.577999999999999e-29	p409858 VI_02557	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0101	VTLGAWYY_CDS_0101
VTLGAWYY_CDS_0102	72516	73838	+	GCA_000174115.1_4_690852-779483	-284291943.23768646	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0102	VTLGAWYY_CDS_0102
VTLGAWYY_CDS_0103	73887	73985	+	GCA_000174115.1_4_690852-779483	-1.5622115380796833	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0103	VTLGAWYY_CDS_0103
VTLGAWYY_CDS_0104	74258	74055	-	GCA_000174115.1_4_690852-779483	-215.24342213373907	35967	146.0	1.0	6.316e-45	p185337 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0104	VTLGAWYY_CDS_0104
VTLGAWYY_CDS_0105	74403	74314	-	GCA_000174115.1_4_690852-779483	-2.0212742211876247	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0105	VTLGAWYY_CDS_0105
VTLGAWYY_CDS_0106	74585	74493	-	GCA_000174115.1_4_690852-779483	-0.305854015062441	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0106	VTLGAWYY_CDS_0106
VTLGAWYY_CDS_0107	74849	74652	-	GCA_000174115.1_4_690852-779483	-29.415634992382422	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0107	VTLGAWYY_CDS_0107
VTLGAWYY_CDS_0108	75109	74999	-	GCA_000174115.1_4_690852-779483	-0.0913899404149851	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0108	VTLGAWYY_CDS_0108
VTLGAWYY_CDS_0109	76202	75066	-	GCA_000174115.1_4_690852-779483	-420700.3110307172	23187	321.0	0.466	8.906e-100	p13727 VI_06984	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0109	VTLGAWYY_CDS_0109
VTLGAWYY_CDS_0110	77795	76215	-	GCA_000174115.1_4_690852-779483	-1117779524.045076	24989	646.0	0.649	1.565e-209	p13726 VI_06984	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0110	VTLGAWYY_CDS_0110
VTLGAWYY_CDS_0111	79354	77936	-	GCA_000174115.1_4_690852-779483	-402627813.4136955	5879	46.0	0.227	7.484e-08	p227082 VI_05671	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0111	VTLGAWYY_CDS_0111
VTLGAWYY_CDS_0112	79523	79425	-	GCA_000174115.1_4_690852-779483	-0.3036310008360002	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0112	VTLGAWYY_CDS_0112
VTLGAWYY_CDS_0113	80542	79592	-	GCA_000174115.1_4_690852-779483	-47321.68447149137	5304	85.0	0.266	5.0910000000000004e-20	p277464 VI_01546	PHANOTATE	CDS	#838383	peptidase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0113	VTLGAWYY_CDS_0113
VTLGAWYY_CDS_0114	80578	80676	+	GCA_000174115.1_4_690852-779483	-0.1183572904585396	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0114	VTLGAWYY_CDS_0114
VTLGAWYY_CDS_0115	80953	80789	-	GCA_000174115.1_4_690852-779483	-1.9956529561434448	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0115	VTLGAWYY_CDS_0115
VTLGAWYY_CDS_0116	81306	81019	-	GCA_000174115.1_4_690852-779483	-67.9011841683027	8181	93.0	0.662	1.5670000000000002e-26	p245454 VI_02414	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0116	VTLGAWYY_CDS_0116
VTLGAWYY_CDS_0117	81509	81327	-	GCA_000174115.1_4_690852-779483	-9.2062364309697	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0117	VTLGAWYY_CDS_0117
VTLGAWYY_CDS_0118	81496	82149	+	GCA_000174115.1_4_690852-779483	-418.5205363097903	15845	238.0	0.569	5.912e-74	p321767 VI_07097	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0118	VTLGAWYY_CDS_0118
VTLGAWYY_CDS_0119	82301	82411	+	GCA_000174115.1_4_690852-779483	-0.5064819267595889	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0119	VTLGAWYY_CDS_0119
VTLGAWYY_CDS_0120	82469	82573	+	GCA_000174115.1_4_690852-779483	-0.0678293363889997	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0120	VTLGAWYY_CDS_0120
VTLGAWYY_CDS_0121	82570	84399	+	GCA_000174115.1_4_690852-779483	-1842435506.0021367	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	VFG007281(gb|WP_000782166) (hap/vvp) hemagglutinin/proteinase HapA [HAP (VF0620) - Exoenzyme (VFC0251)] [Vibrio cholerae O395]	1234.0	0.962	0.0	Vibrio cholerae O395	hap/vvp	hemagglutinin/proteinase HapA	None	None	None	None	None	None	None	None	None	None	None	None	0121	VTLGAWYY_CDS_0121
VTLGAWYY_CDS_0122	85868	84471	-	GCA_000174115.1_4_690852-779483	-1331392559.156319	8572	110.0	0.863	2.723e-27	p284602 VI_03272	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0122	VTLGAWYY_CDS_0122
VTLGAWYY_CDS_0123	86002	86091	+	GCA_000174115.1_4_690852-779483	-0.326452089578229	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0123	VTLGAWYY_CDS_0123
VTLGAWYY_CDS_0124	88632	86230	-	GCA_000174115.1_4_690852-779483	-4080724735.233881	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0124	VTLGAWYY_CDS_0124
